Date,ACME Price,BigBank Price
2013-10-11 00:00:00,1477,630.5
2013-10-18 00:00:00,1454,668.5
2013-10-25 00:00:00,1517,665
2013-11-01 00:00:00,1584,668.5
2013-11-08 00:00:00,1567,680
2013-11-15 00:00:00,1591,673
2013-11-22 00:00:00,1564,653.5
2013-11-29 00:00:00,1605,695.5
2013-12-06 00:00:00,1623,690.5
2013-12-13 00:00:00,1516,729
2013-12-20 00:00:00,1665,773.5
2013-12-27 00:00:00,1724,773
2014-01-03 00:00:00,1705,776.5
2014-01-10 00:00:00,1715,812
2014-01-17 00:00:00,1722,807
2014-01-24 00:00:00,1625,770
2014-01-31 00:00:00,1546,789.5
2014-02-07 00:00:00,1565,813
2014-02-14 00:00:00,1590,832
2014-02-21 00:00:00,1629,850
2014-02-28 00:00:00,1560,876
2014-03-07 00:00:00,1600,939
2014-03-14 00:00:00,1511,900
